Date,DailyMeanLevel,ReservoirEffectiveStorage,DailyMeanRainfall,Inflow,Outflow,Netflow,NanshiFlow,TotalRawWaterVolumeOfNanshiAndBeishi
2019/8/24,159.59,245.019,35.3,"3,126,232","3,287,232","-161,000","15,589,800","18,877,032"
2019/8/25,159.71,245.962,10.7,"4,496,108","3,285,108","1,211,000","11,703,600","14,988,708"
2019/8/26,159.74,246.238,0,"2,802,484","3,287,484","-485,000","7,354,800","10,642,284"
2019/8/27,159.63,245.298,0,"1,996,700","3,287,700","-1,291,000","5,076,000","8,363,700"
2019/8/28,159.44,243.766,0,"1,605,008","3,295,008","-1,690,000","4,086,000","7,381,008"
2019/8/29,159.23,242.016,0.5,"1,295,372","3,300,372","-2,005,000","3,452,400","6,752,772"
2019/8/30,158.99,240.182,35.7,"2,350,516","3,309,516","-959,000","3,578,400","6,887,916"
2019/8/31,158.87,239.153,0.9,1642068,3316068,-1674000,3135240,6451308
2019/9/1,158.67,237.603,0.5,"1,172,004","1,490,004","-318,000","2,662,560","4,152,564"
2019/9/2,158.61,237.122,0,"935,840","1,491,840","-556,000","2,635,920","4,127,760"
2019/9/3,158.53,236.527,4.7,"777,012","1,491,012","-714,000","2,475,360","3,966,372"
2019/9/4,158.47,236.067,21.4,"1,331,796","1,490,796","-159,000","2,355,120","3,845,916"
2019/9/5,158.54,236.666,52.1,"3,155,628","1,487,628","1,668,000","2,586,240","4,073,868"
2019/9/6,158.98,240.233,6.5,"5,140,452","1,483,452","3,657,000","2,885,760","4,369,212"
2019/9/7,159.3,242.699,1.5,"2,764,700","1,478,700","1,286,000","2,739,600","4,218,300"
2019/9/8,159.43,243.802,23,"3,086,344","1,474,344","1,612,000","2,629,440","4,103,784"
2019/9/9,159.63,245.328,0.1,"2,282,208","1,475,208","807,000","2,609,280","4,084,488"
2019/9/10,159.68,245.732,0.4,"1,636,596","1,474,596","162,000","2,283,480","3,758,076"
2019/9/11,159.67,245.651,1.1,"1,232,812","1,474,812","-242,000","2,046,960","3,521,772"
2019/9/12,159.63,245.342,3,"1,071,388","1,475,388","-404,000","1,872,000","3,347,388"
2019/9/13,159.57,244.861,0.4,"912,188","1,477,188","-565,000","1,731,240","3,208,428"
2019/9/14,159.49,244.242,0.2,"832,260","1,477,260","-645,000","1,617,840","3,095,100"
2019/9/15,159.42,243.665,14.9,"993,288","1,476,288","-483,000","1,625,040","3,101,328"
2019/9/16,159.36,243.151,6.8,"886,432","1,449,432","-563,000","1,534,320","2,983,752"
2019/9/17,159.29,242.558,5.4,"818,348","1,461,348","-643,000","1,451,160","2,912,508"
2019/9/18,159.22,242.039,12.2,"990,904","1,472,904","-482,000","1,501,920","2,974,824"
2019/9/19,159.17,241.648,10.9,"1,151,616","1,472,616","-321,000","1,512,000","2,984,616"
2019/9/20,159.21,242.063,74.8,"4,288,560","1,474,560","2,814,000","2,375,280","3,849,840"
2019/9/21,160.35,251.401,33.9,"13,178,972","1,458,972","11,720,000","5,756,400","7,215,372"
2019/9/22,161.17,257.996,0,"4,744,804","1,446,804","3,298,000","3,070,440","4,517,244"
2019/9/23,161.42,259.975,0.2,"2,601,960","1,443,960","1,158,000","2,528,280","3,972,240"
2019/9/24,161.51,260.693,1.8,"1,858,896","1,444,896","414,000","2,202,120","3,647,016"
2019/9/25,161.52,260.845,0,"1,359,772","1,442,772","-83,000","1,838,160","3,280,932"
2019/9/26,161.5,260.655,7.9,"1,194,060","1,443,060","-249,000","1,757,520","3,200,580"
2019/9/27,161.59,261.436,63.1,"6,236,868","3,497,868","2,739,000","3,925,440","7,423,308"
2019/9/28,162.56,270.046,107.5,"25,061,268","6,590,268","18,471,000","5,662,800","12,253,068"
2019/9/29,164.71,287.846,38.4,"18,681,244","12,739,644","5,941,600","21,045,600","33,785,244"
2019/9/30,164.18,283.654,212,"31,732,484","26,876,484","4,856,000","29,016,000","55,892,484"
2019/10/1,167.5,312.457,34.3,"42,750,216","19,512,216","23,238,000","44,157,600","63,669,816"
2019/10/2,167.98,316.624,0,"6,947,036","6,678,036","269,000","15,271,200","21,949,236"
2019/10/3,167.81,315.031,0,"4,003,252","6,687,252","-2,684,000","9,000,000","15,687,252"
2019/10/4,167.44,311.676,0,"2,881,856","6,713,856","-3,832,000","7,210,800","13,924,656"
2019/10/5,166.98,307.572,2.4,"2,277,136","6,713,136","-4,436,000","5,218,200","11,931,336"
2019/10/6,166.47,303.062,3.1,"2,214,332","6,715,332","-4,501,000","4,291,200","11,006,532"
2019/10/7,165.93,298.337,0.4,"1,823,032","6,736,032","-4,913,000","3,468,600","10,204,632"
2019/10/8,165.36,293.357,9.5,"1,734,980","6,787,980","-5,053,000","3,130,920","9,918,900"
2019/10/9,164.79,288.4,5.3,"1,979,164","6,820,164","-4,841,000","3,142,800","9,962,964"
2019/10/10,164.2,283.324,0,"1,623,596","6,856,596","-5,233,000","2,853,720","9,710,316"
2019/10/11,163.85,280.324,0.1,"989,360","2,781,360","-1,792,000","2,703,600","5,484,960"
2019/10/12,163.63,278.502,0.2,"912,780","2,784,780","-1,872,000","2,486,880","5,271,660"
2019/10/13,163.41,276.617,0.6,"926,996","2,793,996","-1,867,000","2,336,400","5,130,396"
2019/10/14,163.19,274.702,3.1,"843,424","2,789,424","-1,946,000","2,174,400","4,963,824"
2019/10/15,162.96,272.769,4.4,"854,176","2,794,176","-1,940,000","2,091,600","4,885,776"
2019/10/16,162.76,271.086,7.6,"755,476","1,513,476","-758,000","1,965,600","3,479,076"
2019/10/17,162.66,270.304,0.7,"679,460","1,520,460","-841,000","1,860,480","3,380,940"
2019/10/18,162.56,269.429,0.2,"597,892","1,520,892","-923,000","1,723,320","3,244,212"
2019/10/19,162.45,268.573,16.3,"767,296","1,522,296","-755,000","1,748,160","3,270,456"
2019/10/20,162.37,267.885,1.5,"851,396","1,521,396","-670,000","1,718,640","3,240,036"
2019/10/21,162.28,267.11,0.1,"686,692","1,522,692","-836,000","1,543,680","3,066,372"
2019/10/22,162.18,266.271,0,"614,780","1,533,780","-919,000","1,512,000","3,045,780"
2019/10/23,162.07,265.352,0,"613,440","1,531,440","-918,000","1,438,560","2,970,000"
2019/10/24,161.96,264.428,0.2,"514,424","1,430,424","-916,000","1,391,040","2,821,464"
2019/10/25,161.85,263.54,0.1,"551,088","1,550,088","-999,000","1,344,960","2,895,048"
2019/10/26,161.72,262.435,0.4,"471,916","1,550,916","-1,079,000","1,301,760","2,852,676"
2019/10/27,161.59,261.332,3.1,"549,036","1,710,036","-1,161,000","1,258,560","2,968,596"
2019/10/28,161.44,260.137,2.4,"550,352","1,709,352","-1,159,000","1,249,200","2,958,552"
2019/10/29,161.31,259.09,11.6,"527,940","1,436,940","-909,000","1,325,880","2,762,820"
2019/10/30,161.22,258.326,14.6,"898,872","1,558,872","-660,000","1,388,160","2,947,032"
2019/10/31,161.25,258.594,20.7,"3,089,624","1,437,624","1,652,000","3,248,280","4,685,904"
2019/11/1,161.54,260.997,1.9,"2,403,000",0,"2,403,000","7,081,200","7,081,200"
2019/11/2,161.75,262.754,0.8,"1,329,000",0,"1,329,000","3,934,800","3,934,800"
2019/11/3,161.89,263.869,2.3,"999,000",0,"999,000","2,986,200","2,986,200"
2019/11/4,161.99,264.775,8,"917,000",0,"917,000","2,716,560","2,716,560"
2019/11/5,162.12,265.832,12,"1,252,000",0,"1,252,000","2,931,840","2,931,840"
2019/11/6,162.28,267.204,0,"1,369,204",0,"1,369,204","2,823,480","2,823,480"
2019/11/7,162.4,268.125,1,"1,063,820","476,820","587,000","2,600,280","3,077,100"
2019/11/8,162.48,268.824,4.3,"839,000",0,"839,000","2,460,600","2,460,600"
2019/11/9,162.55,269.348,1.1,"806,256","1,058,256","-252,000","2,278,080","3,336,336"
2019/11/10,162.52,269.184,0,"646,188","478,188","168,000","2,077,920","2,556,108"
2019/11/11,162.53,269.205,0,"635,592","1,055,592","-420,000","1,906,200","2,961,792"
2019/11/12,162.48,268.758,0.2,"637,132","1,056,132","-419,000","1,789,920","2,846,052"
2019/11/13,162.41,268.22,0,"592,868","1,346,868","-754,000","1,655,640","3,002,508"
2019/11/14,162.32,267.448,1.3,"595,920","1,348,920","-753,000","1,633,320","2,982,240"
2019/11/15,162.22,266.633,0,"443,672","1,362,672","-919,000","1,516,320","2,878,992"
2019/11/16,162.12,265.784,0.1,"488,828","1,656,828","-1,168,000","1,451,160","3,107,988"
2019/11/17,161.99,264.661,0,"514,496","1,430,496","-916,000","1,381,680","2,812,176"
2019/11/18,161.88,263.8,27,"585,744","1,002,744","-417,000","1,529,280","2,532,024"
2019/11/19,161.89,263.915,14.2,"1,392,552","726,552","666,000","1,903,680","2,630,232"
2019/11/20,161.97,264.539,16.1,"1,521,068","1,021,068","500,000","1,965,600","2,986,668"
2019/11/21,162.1,265.735,30.6,"2,779,124","191,124","2,588,000","2,628,360","2,819,484"
2019/11/22,162.62,270.128,21.9,"5,631,000",0,"5,631,000","3,697,200","3,697,200"
2019/11/23,163.18,274.808,0.8,"3,554,000",0,"3,554,000","3,157,200","3,157,200"
2019/11/24,163.49,277.388,0.1,"1,955,000",0,"1,955,000","2,719,080","2,719,080"
2019/11/25,163.67,278.934,11.4,"1,364,000",0,"1,364,000","2,483,280","2,483,280"
2019/11/26,163.84,280.352,5.2,"1,628,912","348,912","1,280,000","2,417,400","2,766,312"
2019/11/27,163.99,281.624,6.7,"1,750,100","638,100","1,112,000","2,360,160","2,998,260"
2019/11/28,164.16,283.169,23.5,"2,659,000",0,"2,659,000","2,534,040","2,534,040"
2019/11/29,164.54,286.382,5,"3,015,000",0,"3,015,000","2,737,440","2,737,440"
2019/11/30,164.82,288.795,9.8,"2,423,832","347,832","2,076,000","2,570,760","2,918,592"
2019/12/1,165.06,290.835,2.6,"2,168,212","346,212","1,822,000","2,347,200","2,693,412"
2019/12/2,165.24,292.402,4.8,"1,842,284","364,284","1,478,000","2,471,400","2,835,684"
2019/12/3,165.38,293.617,0,"1,370,788","760,788","610,000","2,328,480","3,089,268"
2019/12/4,165.45,294.191,3,"1,167,008","469,008","698,000","2,088,360","2,557,368"
2019/12/5,165.56,295.195,37,"2,009,000",0,"2,009,000","2,733,120","2,733,120"
2019/12/6,166.24,301.338,81.8,"12,191,248","1,885,248","10,306,000","9,338,400","11,223,648"
2019/12/7,167.31,310.721,21.4,"10,887,592","4,394,592","6,493,000","10,652,400","15,046,992"
2019/12/8,167.67,313.832,0,"5,187,468","4,383,468","804,000","6,840,000","11,223,468"
2019/12/9,167.74,314.472,0,"2,876,164","2,698,164","178,000","4,835,520","7,533,684"
2019/12/10,167.7,314.107,0,"1,984,956","2,698,956","-714,000","3,717,000","6,415,956"
2019/12/11,167.61,313.24,5.3,"1,719,188","2,701,188","-982,000","3,115,800","5,816,988"
2019/12/12,167.47,312.051,0,"1,241,856","2,132,856","-891,000","2,816,640","4,949,496"
2019/12/13,167.44,311.75,0.2,"945,120","1,302,120","-357,000","2,574,720","3,876,840"
2019/12/14,167.4,311.379,1.3,"855,752","1,300,752","-445,000","2,422,080","3,722,832"
2019/12/15,167.35,310.915,0.3,"858,164","1,303,164","-445,000","2,341,440","3,644,604"
2019/12/16,167.29,310.37,0,"680,812","1,303,812","-623,000","2,090,880","3,394,692"
2019/12/17,167.22,309.765,0.1,"685,376","1,307,376","-622,000","1,884,240","3,191,616"
2019/12/18,167.15,309.128,8.7,"684,260","1,306,260","-622,000","1,776,240","3,082,500"
2019/12/19,167.08,308.566,7.3,"768,428","1,300,428","-532,000","1,722,240","3,022,668"
2019/12/20,167.04,308.24,23.7,"1,395,260","1,306,260","89,000","1,746,720","3,052,980"
2019/12/21,167.14,309.117,1.5,"2,455,040","1,301,040","1,154,000","1,888,560","3,189,600"
2019/12/22,167.21,309.725,0.4,"1,571,316","1,304,316","267,000","1,655,640","2,959,956"
2019/12/23,167.21,309.728,0,"1,127,396","1,305,396","-178,000","1,531,800","2,837,196"
2019/12/24,167.18,309.432,0.3,"931,012","1,464,012","-533,000","1,455,480","2,919,492"
2019/12/25,167.12,308.873,0,"839,132","1,461,132","-622,000","1,415,520","2,876,652"
2019/12/26,167.03,308.122,2.6,"843,084","1,464,084","-621,000","1,373,760","2,837,844"
2019/12/27,166.98,307.53,3.1,"855,940","1,742,940","-887,000","1,409,760","3,152,700"
2019/12/28,166.9,306.643,0.7,"700,700","1,586,700","-886,000","1,346,400","2,933,100"
2019/12/29,166.77,305.816,14.3,"832,740","1,186,740","-354,000","1,440,360","2,627,100"
2019/12/30,166.74,305.569,19.1,"1,129,728","1,306,728","-177,000","1,550,520","2,857,248"
2019/12/31,166.82,306.319,17.1,"2,393,000",0,"2,393,000","2,192,400","2,192,400"
2020/1/1,167.1,308.766,2.1,"2,416,420","462,420","1,954,000","2,206,080","2,668,500"
2020/1/2,167.27,310.273,0,"1,718,880","740,880","978,000","1,889,280","2,630,160"
2020/1/3,167.35,310.918,0,"1,391,012","1,302,012","89,000","1,715,400","3,017,412"
2020/1/4,167.34,310.844,0.1,"1,002,260","1,180,260","-178,000","1,586,160","2,766,420"
2020/1/5,167.31,310.625,0.2,"1,018,292","1,463,292","-445,000","1,481,040","2,944,332"
2020/1/6,167.25,310.047,2.1,"840,284","1,462,284","-622,000","1,412,640","2,874,924"
2020/1/7,167.18,309.41,0.1,"752,148","1,463,148","-711,000","1,360,440","2,823,588"
2020/1/8,167.1,308.703,0,"768,676","1,745,676","-977,000","1,300,320","3,045,996"
2020/1/9,166.98,307.652,0,"612,960","1,587,960","-975,000","1,245,960","2,833,920"
2020/1/10,166.88,306.71,0,"685,052","1,748,052","-1,063,000","1,207,080","2,955,132"
2020/1/11,166.75,305.588,0.3,"600,796","1,751,796","-1,151,000","1,149,120","2,900,916"
2020/1/12,166.62,304.497,6.3,"672,144","1,467,144","-795,000","1,162,440","2,629,584"
2020/1/13,166.52,303.573,7.5,"781,012","1,752,012","-971,000","1,150,560","2,902,572"
2020/1/14,166.41,302.639,1,"730,816","1,875,816","-1,145,000","1,097,280","2,973,096"
2020/1/15,166.28,301.409,6.1,"557,040","1,877,040","-1,320,000","1,076,040","2,953,080"
2020/1/16,166.14,300.228,0.4,"740,800","1,882,800","-1,142,000","1,053,000","2,935,800"
2020/1/17,166.01,299.075,8.1,"741,988","1,883,988","-1,142,000","1,054,440","2,938,428"
2020/1/18,165.89,298.058,2.5,"812,280","1,601,280","-789,000","1,173,240","2,774,520"
2020/1/19,165.81,297.357,1.1,"974,380","1,762,380","-788,000","1,100,520","2,862,900"
2020/1/20,165.71,296.456,0.1,"802,000","1,764,000","-962,000","1,054,080","2,818,080"
2020/1/21,165.6,295.461,0,"762,056","1,897,056","-1,135,000","1,007,280","2,904,336"
2020/1/22,165.45,294.155,0,"828,616","2,048,616","-1,220,000","959,040","3,007,656"
2020/1/23,165.31,292.924,0.1,"512,680","1,903,680","-1,391,000","922,680","2,826,360"
2020/1/24,165.14,291.45,3.5,"789,180","2,178,180","-1,389,000","915,840","3,094,020"
2020/1/25,165,290.264,3.8,"549,912","1,329,912","-780,000","952,200","2,282,112"
2020/1/26,164.96,289.928,27.8,"1,352,260","919,260","433,000","1,292,400","2,211,660"
2020/1/27,165.04,290.672,6.4,"1,475,256","347,256","1,128,000","1,471,320","1,818,576"
2020/1/28,165.15,291.627,8.5,"1,363,028","755,028","608,000","1,400,400","2,155,428"
2020/1/29,165.22,292.235,0.4,"1,455,164","934,164","521,000","1,374,480","2,308,644"
2020/1/30,165.26,292.55,0,"1,262,640","1,610,640","-348,000","1,298,160","2,908,800"
2020/1/31,165.21,292.123,0,"1,052,296","1,486,296","-434,000","1,191,600","2,677,896"
2020/2/1,165.15,291.594,0,"918,260","1,612,260","-694,000","1,130,040","2,742,300"
2020/2/2,165.07,290.831,0.1,"822,492","1,776,492","-954,000","1,075,680","2,852,172"
2020/2/3,164.94,289.747,7.3,"918,432","1,611,432","-693,000","1,027,440","2,638,872"
2020/2/4,164.88,289.267,19.1,"1,094,880","1,613,880","-519,000","1,089,000","2,702,880"
2020/2/5,164.88,289.249,14.3,"1,780,120","915,120","865,000","1,391,040","2,306,160"
2020/2/6,164.99,290.253,8.3,"1,969,028","755,028","1,214,000","1,461,600","2,216,628"
2020/2/7,165.13,291.471,4.5,"2,105,044","1,324,044","781,000","1,396,080","2,720,124"
2020/2/8,165.2,292.029,1.2,"1,634,312","1,200,312","434,000","1,390,680","2,590,992"
2020/2/9,165.23,292.308,1,"1,410,180","1,323,180","87,000","1,359,000","2,682,180"
2020/2/10,165.22,292.232,0.3,"1,138,180","1,485,180","-347,000","1,337,760","2,822,940"
2020/2/11,165.18,291.837,0,"1,051,756","1,485,756","-434,000","1,270,080","2,755,836"
2020/2/12,165.12,291.312,0,"913,984","1,608,984","-695,000","1,188,720","2,797,704"
2020/2/13,165.04,290.582,1.9,"907,108","1,773,108","-866,000","1,157,040","2,930,148"
2020/2/14,164.93,289.697,2.6,"833,476","1,612,476","-779,000","1,112,400","2,724,876"
2020/2/15,164.84,288.875,0.2,"660,936","1,611,936","-951,000","1,074,240","2,686,176"
2020/2/16,164.74,287.967,7.8,"867,392","1,903,392","-1,036,000","1,058,760","2,962,152"
2020/2/17,164.61,286.859,0,"670,020","1,618,020","-948,000","1,074,960","2,692,980"
2020/2/18,164.5,285.897,0.1,"704,432","1,908,432","-1,204,000","1,000,080","2,908,512"
2020/2/19,164.35,284.617,0.1,"710,752","1,912,752","-1,202,000","952,920","2,865,672"
2020/2/20,164.18,283.201,1.4,"503,992","1,789,992","-1,286,000","927,360","2,717,352"
2020/2/21,164.06,282.116,0.1,"552,492","1,920,492","-1,368,000","915,120","2,835,612"
2020/2/22,163.87,280.544,13.3,"746,332","2,197,332","-1,451,000","882,720","3,080,052"
2020/2/23,163.74,279.41,3.1,"777,216","1,629,216","-852,000","1,006,560","2,635,776"
2020/2/24,163.64,278.618,4.6,"997,740","1,933,740","-936,000","953,280","2,887,020"
2020/2/25,163.51,277.445,0,"895,776","1,915,776","-1,020,000","915,120","2,830,896"
2020/2/26,163.4,276.514,0.8,"799,440","2,071,440","-1,272,000","885,600","2,957,040"
2020/2/27,163.26,275.365,4.8,"836,592","1,937,592","-1,101,000","869,400","2,806,992"
2020/2/28,163.11,274.103,2.6,"888,224","2,071,224","-1,183,000","892,440","2,963,664"
2020/2/29,162.99,273.071,0.2,"845,128","1,942,128","-1,097,000","851,760","2,793,888"
2020/3/1,162.85,271.848,2.7,"895,212","2,074,212","-1,179,000","834,480","2,908,692"
2020/3/2,162.71,270.728,3.1,"768,080","1,945,080","-1,177,000","848,880","2,793,960"
2020/3/3,162.56,269.408,0.2,"738,584","2,080,584","-1,342,000","818,280","2,898,864"
2020/3/4,162.41,268.199,6.5,"698,296","1,954,296","-1,256,000","827,280","2,781,576"
2020/3/5,162.29,267.267,18.7,"1,426,376","1,091,376","335,000","1,221,480","2,312,856"
2020/3/6,162.34,267.584,0.2,"1,282,236","1,951,236","-669,000","1,099,080","3,050,316"
2020/3/7,162.23,266.654,0,"1,175,984","2,094,984","-919,000","992,160","3,087,144"
2020/3/8,162.13,265.867,7.9,"1,012,932","1,930,932","-918,000","930,960","2,861,892"
2020/3/9,162.02,264.963,0.3,"1,280,632","1,780,632","-500,000","926,640","2,707,272"
2020/3/10,162.17,266.261,43,"3,759,000",0,"3,759,000","1,712,880","1,712,880"
2020/3/11,162.52,269.209,0.2,"2,359,540","765,540","1,594,000","1,470,960","2,236,500"
2020/3/12,162.65,270.248,0.3,"1,687,452","1,519,452","168,000","1,292,760","2,812,212"
2020/3/13,162.67,270.423,15.3,"1,692,712","935,712","757,000","1,282,680","2,218,392"
2020/3/14,162.82,271.676,14.2,"2,291,016","353,016","1,938,000","1,457,640","1,810,656"
2020/3/15,163.01,273.3,0,"1,981,092","1,222,092","759,000","1,387,080","2,609,172"
2020/3/16,163.07,273.799,0,"1,477,604","1,223,604","254,000","1,282,320","2,505,924"
2020/3/17,163.08,273.874,0,"1,217,368","1,639,368","-422,000","1,157,040","2,796,408"
2020/3/18,163.03,273.412,0.9,"1,093,876","1,347,876","-254,000","1,110,960","2,458,836"
2020/3/19,162.97,272.916,6.7,"1,051,024","1,641,024","-590,000","1,101,600","2,742,624"
2020/3/20,162.91,272.378,0.1,"881,232","1,640,232","-759,000","1,113,480","2,753,712"
2020/3/21,162.81,271.539,0.1,"832,144","1,926,144","-1,094,000","995,400","2,921,544"
2020/3/22,162.67,270.374,0.4,"684,900","1,944,900","-1,260,000","958,320","2,903,220"
2020/3/23,162.51,269.048,1.7,"710,080","1,801,080","-1,091,000","932,400","2,733,480"
2020/3/24,162.39,268.042,2,"694,724","1,949,724","-1,255,000","906,480","2,856,204"
2020/3/25,162.21,266.504,2,"689,132","2,109,132","-1,420,000","874,080","2,983,212"
2020/3/26,162.08,265.418,0.1,"780,564","1,947,564","-1,167,000","832,320","2,779,884"
2020/3/27,161.91,264.015,15.7,"949,604","2,114,604","-1,165,000","947,880","3,062,484"
2020/3/28,161.84,263.509,24.7,"1,612,424","863,424","749,000","1,233,720","2,097,144"
2020/3/29,161.94,264.268,1,"1,333,988","1,001,988","332,000","1,236,600","2,238,588"
2020/3/30,161.96,264.473,1.3,"1,190,680","1,273,680","-83,000","1,065,240","2,338,920"
2020/3/31,161.92,264.123,3,"1,063,920","1,978,920","-915,000","1,046,160","3,025,080"
2020/4/1,161.83,263.37,4.4,"1,052,384","1,551,384","-499,000","1,020,240","2,571,624"
2020/4/2,161.77,262.895,8.7,"1,027,848","1,276,848","-249,000","1,104,480","2,381,328"
2020/4/3,161.75,262.712,11.2,"1,194,136","1,277,136","-83,000","1,133,280","2,410,416"
2020/4/4,161.75,262.698,3.2,"1,360,028","1,277,028","83,000","1,180,800","2,457,828"
2020/4/5,161.76,262.767,2.5,"1,322,752","1,156,752","166,000","1,186,560","2,343,312"
2020/4/6,161.75,262.715,9,"1,268,060","1,434,060","-166,000","1,205,280","2,639,340"
2020/4/7,161.76,262.778,4.4,"1,324,660","1,158,660","166,000","1,396,800","2,555,460"
2020/4/8,161.78,262.965,0.2,"1,219,184","887,184","332,000","1,340,640","2,227,824"
2020/4/9,161.81,263.197,0.6,"1,218,592","1,550,592","-332,000","1,289,520","2,840,112"
2020/4/10,161.76,262.767,0,"1,045,496","1,709,496","-664,000","1,214,640","2,924,136"
2020/4/11,161.68,262.093,16.5,"1,102,240","1,434,240","-332,000","1,159,920","2,594,160"
2020/4/12,161.71,262.418,11.1,"1,749,176","337,176","1,412,000","1,522,800","1,859,976"
2020/4/13,161.85,263.557,0,"1,558,212","976,212","582,000","1,468,800","2,445,012"
2020/4/14,161.89,263.908,0,"1,222,112","1,139,112","83,000","1,334,160","2,473,272"
2020/4/15,161.86,263.582,0.1,"1,129,480","1,545,480","-416,000","1,244,880","2,790,360"
2020/4/16,161.81,263.207,0.4,"961,264","1,626,264","-665,000","1,157,760","2,784,024"
2020/4/17,161.71,262.387,0,"798,680","1,462,680","-664,000","1,090,800","2,553,480"
2020/4/18,161.59,261.332,0,"868,968","2,029,968","-1,161,000","1,044,720","3,074,688"
